dep,prov,distr,geolocalizado,nogeolocalizado,geocodificado,missing,perct_missig
PUNO,CHUCUITO,HUACULLANI,3,0,0,0,0
PUNO,CHUCUITO,JULI,15,1,1,0,0
PUNO,CHUCUITO,KELLUYO,4,0,0,0,0
PUNO,CHUCUITO,PISACOMA,3,0,0,0,0
PUNO,CHUCUITO,POMATA,11,0,0,0,0
PUNO,CHUCUITO,ZEPITA,12,0,0,0,0
PUNO,EL COLLAO,CAPASO,6,2,2,0,0
PUNO,EL COLLAO,CONDURIRI,2,0,0,0,0
PUNO,EL COLLAO,ILAVE,28,4,4,0,0
PUNO,EL COLLAO,PILCUYO,8,0,0,0,0
PUNO,EL COLLAO,SANTA ROSA,7,0,0,0,0
PUNO,HUANCANE,COJATA,3,0,0,0,0
PUNO,HUANCANE,HUANCANE,13,1,1,0,0
PUNO,HUANCANE,HUATASANI,1,0,0,0,0
PUNO,HUANCANE,INCHUPALLA,2,0,0,0,0
PUNO,HUANCANE,PUSI,1,0,0,0,0
PUNO,HUANCANE,ROSASPATA,5,0,0,0,0
PUNO,HUANCANE,TARACO,5,0,0,0,0
PUNO,HUANCANE,VILQUE CHICO,9,0,0,0,0
PUNO,LAMPA,CABANILLA,3,0,0,0,0
PUNO,LAMPA,CALAPUJA,1,0,0,0,0
PUNO,LAMPA,NICASIO,2,0,0,0,0
PUNO,LAMPA,OCUVIRI,3,0,0,0,0
PUNO,LAMPA,PALCA,1,0,0,0,0
PUNO,LAMPA,PARATIA,2,0,0,0,0
PUNO,LAMPA,PUCARA,5,0,0,0,0
PUNO,LAMPA,SANTA LUCIA,3,0,0,0,0
PUNO,LAMPA,VILAVILA,2,0,0,0,0
PUNO,MELGAR,ANTAUTA,5,0,0,0,0
PUNO,MELGAR,AYAVIRI,8,1,1,0,0
PUNO,MELGAR,CUPI,2,0,0,0,0
PUNO,MELGAR,LLALLI,1,0,0,0,0
PUNO,MELGAR,MACARI,7,0,0,0,0
PUNO,MELGAR,NUÑOA,6,0,0,0,0
PUNO,MELGAR,ORURILLO,7,0,0,0,0
PUNO,MELGAR,SANTA ROSA,5,0,0,0,0
PUNO,MELGAR,UMACHIRI,3,0,0,0,0
PUNO,MOHO,CONIMA,2,0,0,0,0
PUNO,MOHO,HUAYRAPATA,2,0,0,0,0
PUNO,MOHO,MOHO,9,1,1,0,0
PUNO,MOHO,TILALI,2,0,0,0,0
PUNO,PUNO,AMANTANI,2,0,0,0,0
PUNO,PUNO,ATUNCOLLA,1,0,0,0,0
PUNO,PUNO,CAPACHICA,6,0,0,0,0
PUNO,PUNO,COATA,3,0,0,0,0
PUNO,PUNO,HUATA,1,0,0,0,0
PUNO,PUNO,MAÑAZO,5,0,0,0,0
PUNO,PUNO,PAUCARCOLLA,1,1,1,0,0
PUNO,PUNO,PLATERIA,7,0,0,0,0
PUNO,PUNO,SAN ANTONIO,1,0,0,0,0
PUNO,PUNO,TIQUILLACA,2,0,0,0,0
PUNO,PUNO,VILQUE,3,0,0,0,0
PUNO,SAN ANTONIO DE PUTINA,ANANEA,3,0,0,0,0
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,1,0,0,0,0
PUNO,SAN ANTONIO DE PUTINA,PUTINA,4,0,0,0,0
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,2,0,0,0,0
PUNO,SAN ANTONIO DE PUTINA,SINA,1,0,0,0,0
PUNO,SAN ROMAN,CABANA,3,0,0,0,0
PUNO,SAN ROMAN,CABANILLAS,5,0,0,0,0
PUNO,SAN ROMAN,CARACOTO,3,0,0,0,0
PUNO,SAN ROMAN,SAN MIGUEL,9,0,0,0,0
PUNO,SANDIA,ALTO INAMBARI,6,0,0,0,0
PUNO,SANDIA,CUYOCUYO,4,0,0,0,0
PUNO,SANDIA,LIMBANI,2,0,0,0,0
PUNO,SANDIA,PATAMBUCO,4,0,0,0,0
PUNO,SANDIA,PHARA,3,0,0,0,0
PUNO,SANDIA,QUIACA,2,1,1,0,0
PUNO,SANDIA,SAN JUAN DEL ORO,3,0,0,0,0
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,6,0,0,0,0
PUNO,SANDIA,SANDIA,5,0,0,0,0
PUNO,SANDIA,YANAHUAYA,1,0,0,0,0
PUNO,YUNGUYO,ANAPIA,1,0,0,0,0
PUNO,YUNGUYO,COPANI,1,0,0,0,0
PUNO,YUNGUYO,CUTURAPI,1,0,0,0,0
PUNO,YUNGUYO,OLLARAYA,1,0,0,0,0
PUNO,YUNGUYO,TINICACHI,1,0,0,0,0
PUNO,YUNGUYO,UNICACHI,1,0,0,0,0
PUNO,YUNGUYO,YUNGUYO,10,1,1,0,0
SAN MARTIN,BELLAVISTA,ALTO BIAVO,6,0,0,0,0
SAN MARTIN,BELLAVISTA,BAJO BIAVO,10,0,0,0,0
SAN MARTIN,BELLAVISTA,BELLAVISTA,8,2,2,0,0
SAN MARTIN,BELLAVISTA,HUALLAGA,2,0,0,0,0
SAN MARTIN,BELLAVISTA,SAN PABLO,7,0,0,0,0
SAN MARTIN,BELLAVISTA,SAN RAFAEL,5,0,0,0,0
SAN MARTIN,EL DORADO,AGUA BLANCA,2,0,0,0,0
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,6,0,0,0,0
SAN MARTIN,EL DORADO,SAN MARTIN,5,0,0,0,0
SAN MARTIN,EL DORADO,SANTA ROSA,6,0,0,0,0
SAN MARTIN,EL DORADO,SHATOJA,2,0,0,0,0
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,3,0,0,0,0
SAN MARTIN,HUALLAGA,EL ESLABON,2,0,0,0,0
SAN MARTIN,HUALLAGA,PISCOYACU,2,0,0,0,0
SAN MARTIN,HUALLAGA,SACANCHE,2,0,0,0,0
SAN MARTIN,HUALLAGA,SAPOSOA,13,1,1,0,0
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,1,0,0,0,0
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,5,0,0,0,0
SAN MARTIN,LAMAS,BARRANQUITA,7,0,0,0,0
SAN MARTIN,LAMAS,CAYNARACHI,9,0,0,0,0
SAN MARTIN,LAMAS,CUÑUMBUQUI,6,0,0,0,0
SAN MARTIN,LAMAS,LAMAS,6,2,2,0,0
SAN MARTIN,LAMAS,PINTO RECODO,8,0,0,0,0
SAN MARTIN,LAMAS,RUMISAPA,5,0,0,0,0
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,5,0,0,0,0
SAN MARTIN,LAMAS,SHANAO,1,0,0,0,0
SAN MARTIN,LAMAS,TABALOSOS,4,0,0,0,0
SAN MARTIN,LAMAS,ZAPATERO,11,0,0,0,0
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,7,0,0,0,0
SAN MARTIN,MARISCAL CACERES,HUICUNGO,7,0,0,0,0
SAN MARTIN,MARISCAL CACERES,PACHIZA,6,0,0,0,0
SAN MARTIN,MARISCAL CACERES,PAJARILLO,5,0,0,0,0
SAN MARTIN,MOYOBAMBA,CALZADA,2,0,0,0,0
SAN MARTIN,MOYOBAMBA,HABANA,1,0,0,0,0
SAN MARTIN,MOYOBAMBA,JEPELACIO,10,0,0,0,0
SAN MARTIN,MOYOBAMBA,SORITOR,5,0,0,0,0
SAN MARTIN,MOYOBAMBA,YANTALO,2,0,0,0,0
SAN MARTIN,PICOTA,BUENOS AIRES,4,0,0,0,0
SAN MARTIN,PICOTA,CASPIZAPA,1,0,0,0,0
SAN MARTIN,PICOTA,PICOTA,5,2,2,0,0
SAN MARTIN,PICOTA,PILLUANA,2,0,0,0,0
SAN MARTIN,PICOTA,PUCACACA,2,0,0,0,0
SAN MARTIN,PICOTA,SAN CRISTOBAL,1,0,0,0,0
SAN MARTIN,PICOTA,SAN HILARION,3,0,0,0,0
SAN MARTIN,PICOTA,SHAMBOYACU,5,0,0,0,0
SAN MARTIN,PICOTA,TINGO DE PONASA,5,0,0,0,0
SAN MARTIN,PICOTA,TRES UNIDOS,1,0,0,0,0
SAN MARTIN,RIOJA,AWAJUN,4,0,0,0,0
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,6,0,0,0,0
SAN MARTIN,RIOJA,PARDO MIGUEL,8,0,0,0,0
SAN MARTIN,RIOJA,POSIC,1,0,0,0,0
SAN MARTIN,RIOJA,SAN FERNANDO,2,0,0,0,0
SAN MARTIN,RIOJA,YORONGOS,2,0,0,0,0
SAN MARTIN,RIOJA,YURACYACU,1,0,0,0,0
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,2,0,0,0,0
SAN MARTIN,SAN MARTIN,CACATACHI,1,0,0,0,0
SAN MARTIN,SAN MARTIN,CHAZUTA,8,0,0,0,0
SAN MARTIN,SAN MARTIN,CHIPURANA,3,0,0,0,0
SAN MARTIN,SAN MARTIN,EL PORVENIR,2,0,0,0,0
SAN MARTIN,SAN MARTIN,HUIMBAYOC,9,0,0,0,0
SAN MARTIN,SAN MARTIN,JUAN GUERRA,2,0,0,0,0
SAN MARTIN,SAN MARTIN,MORALES,7,2,2,0,0
SAN MARTIN,SAN MARTIN,PAPAPLAYA,6,0,0,0,0
SAN MARTIN,SAN MARTIN,SAN ANTONIO,3,0,0,0,0
SAN MARTIN,SAN MARTIN,SAUCE,3,1,1,0,0
SAN MARTIN,SAN MARTIN,SHAPAJA,1,0,0,0,0
SAN MARTIN,TOCACHE,NUEVO PROGRESO,6,0,0,0,0
SAN MARTIN,TOCACHE,POLVORA,7,0,0,0,0
SAN MARTIN,TOCACHE,SHUNTE,1,0,0,0,0
SAN MARTIN,TOCACHE,TOCACHE,14,1,1,0,0
SAN MARTIN,TOCACHE,UCHIZA,14,1,1,0,0
TACNA,CANDARAVE,CAIRANI,2,0,0,0,0
TACNA,CANDARAVE,CAMILACA,1,0,0,0,0
TACNA,CANDARAVE,CANDARAVE,4,0,0,0,0
TACNA,CANDARAVE,CURIBAYA,1,0,0,0,0
TACNA,CANDARAVE,HUANUARA,1,0,0,0,0
TACNA,CANDARAVE,QUILAHUANI,2,0,0,0,0
TACNA,JORGE BASADRE,ITE,3,1,1,0,0
TACNA,JORGE BASADRE,LOCUMBA,4,0,0,0,0
TACNA,TACNA,CALANA,2,0,0,0,0
TACNA,TACNA,CIUDAD NUEVA,5,5,5,0,0
TACNA,TACNA,INCLAN,2,0,0,0,0
TACNA,TACNA,LA YARADA LOS PALOS,5,0,0,0,0
TACNA,TACNA,PACHIA,5,0,0,0,0
TACNA,TACNA,PALCA,8,0,0,0,0
TACNA,TACNA,POCOLLAY,4,0,0,0,0
TACNA,TACNA,SAMA,3,0,0,0,0
TACNA,TARATA,ESTIQUE,1,0,0,0,0
TACNA,TARATA,ESTIQUE PAMPA,1,0,0,0,0
TACNA,TARATA,HEROES ALBARRACIN,2,0,0,0,0
TACNA,TARATA,SITAJARA,1,0,0,0,0
TACNA,TARATA,SUSAPAYA,2,0,0,0,0
TACNA,TARATA,TARATA,5,0,0,0,0
TACNA,TARATA,TARUCACHI,1,0,0,0,0
TACNA,TARATA,TICACO,1,0,0,0,0
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,3,0,0,0,0
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,3,0,0,0,0
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,7,0,0,0,0
TUMBES,TUMBES,CORRALES,6,0,0,0,0
TUMBES,TUMBES,PAMPAS DE HOSPITAL,4,0,0,0,0
TUMBES,TUMBES,SAN JACINTO,7,0,0,0,0
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,3,0,0,0,0
TUMBES,ZARUMILLA,AGUAS VERDES,4,0,0,0,0
TUMBES,ZARUMILLA,MATAPALO,1,0,0,0,0
TUMBES,ZARUMILLA,PAPAYAL,5,1,1,0,0
TUMBES,ZARUMILLA,ZARUMILLA,5,3,3,0,0
UCAYALI,ATALAYA,RAIMONDI,18,0,0,0,0
UCAYALI,ATALAYA,SEPAHUA,4,0,0,0,0
UCAYALI,ATALAYA,TAHUANIA,6,0,0,0,0
UCAYALI,ATALAYA,YURUA,3,0,0,0,0
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,25,0,0,0,0
UCAYALI,CORONEL PORTILLO,MANANTAY,16,0,0,0,0
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,8,0,0,0,0
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,2,0,0,0,0
UCAYALI,PADRE ABAD,CURIMANA,7,0,0,0,0
UCAYALI,PADRE ABAD,IRAZOLA,10,0,0,0,0
UCAYALI,PADRE ABAD,NESHUYA,10,0,0,0,0
UCAYALI,PURUS,PURUS,8,1,1,0,0
